2,1.666667e-05,1.000000e-20,1.000000e-20
3,8.333333e-06,1.000000e-20,1.000000e-20
4,5.000000e-06,1.000000e-20,1.000000e-20
5,3.333333e-06,1.000000e-20,1.000000e-20
6,2.380952e-06,1.000000e-20,1.000000e-20
7,1.785714e-06,1.000000e-20,1.000000e-20
8,1.388889e-06,1.000000e-20,1.000000e-20
9,1.111111e-06,1.000000e-20,1.000000e-20
10,9.090909e-07,1.000000e-20,1.000000e-20
11,7.575758e-07,1.000000e-20,1.000000e-20
12,6.410256e-07,1.000000e-20,1.000000e-20
13,5.494505e-07,1.000000e-20,1.000000e-20
14,4.761905e-07,1.000000e-20,1.000000e-20
15,4.166667e-07,1.000000e-20,1.000000e-20
16,3.676471e-07,1.000000e-20,1.000000e-20
17,3.267974e-07,1.000000e-20,1.000000e-20
18,2.923977e-07,1.000000e-20,1.000000e-20
19,2.631579e-07,1.000000e-20,1.000000e-20
20,2.380952e-07,1.000000e-20,1.000000e-20
21,2.164502e-07,1.000000e-20,1.000000e-20
22,1.976285e-07,1.000000e-20,1.000000e-20
23,1.811594e-07,1.000000e-20,1.000000e-20
24,1.666667e-07,1.000000e-20,1.000000e-20
25,1.538462e-07,1.000000e-20,1.000000e-20
26,1.424501e-07,1.000000e-20,1.000000e-20
27,1.322751e-07,1.000000e-20,1.000000e-20
28,1.231527e-07,1.000000e-20,1.000000e-20
29,1.149425e-07,1.000000e-20,1.000000e-20
30,1.075269e-07,1.000000e-20,1.000000e-20
31,1.008065e-07,1.000000e-20,1.000000e-20
32,9.469697e-08,1.000000e-20,1.000000e-20
33,8.912656e-08,1.000000e-20,1.000000e-20
34,8.403361e-08,1.000000e-20,1.000000e-20
35,7.936508e-08,1.000000e-20,1.000000e-20
36,7.507508e-08,1.000000e-20,1.000000e-20
37,7.112376e-08,1.000000e-20,1.000000e-20
38,6.747638e-08,1.000000e-20,1.000000e-20
39,6.410256e-08,1.000000e-20,1.000000e-20
40,6.097561e-08,1.000000e-20,1.000000e-20
41,5.807201e-08,1.000000e-20,1.000000e-20
42,5.537099e-08,1.000000e-20,1.000000e-20
43,5.285412e-08,1.000000e-20,1.000000e-20
44,5.050505e-08,1.000000e-20,1.000000e-20
45,4.830918e-08,1.000000e-20,1.000000e-20
46,4.625347e-08,1.000000e-20,1.000000e-20
47,4.432624e-08,1.000000e-20,1.000000e-20
48,4.251701e-08,1.000000e-20,1.000000e-20
49,4.081633e-08,1.000000e-20,1.000000e-20
50,3.921569e-08,1.000000e-20,1.000000e-20
51,3.770739e-08,1.000000e-20,1.000000e-20
52,3.628447e-08,1.000000e-20,1.000000e-20
53,3.494060e-08,1.000000e-20,1.000000e-20
54,3.367003e-08,1.000000e-20,1.000000e-20
55,3.246753e-08,1.000000e-20,1.000000e-20
56,3.132832e-08,1.000000e-20,1.000000e-20
57,3.024803e-08,1.000000e-20,1.000000e-20
58,2.922268e-08,1.000000e-20,1.000000e-20
59,2.824859e-08,1.000000e-20,1.000000e-20
60,2.732240e-08,1.000000e-20,1.000000e-20
61,2.644104e-08,1.000000e-20,1.000000e-20
62,2.560164e-08,1.000000e-20,1.000000e-20
63,2.480159e-08,1.000000e-20,1.000000e-20
64,2.403846e-08,1.000000e-20,1.000000e-20
65,2.331002e-08,1.000000e-20,1.000000e-20
66,2.261420e-08,1.000000e-20,1.000000e-20
67,2.194908e-08,1.000000e-20,1.000000e-20
68,2.131287e-08,1.000000e-20,1.000000e-20
69,2.070393e-08,1.000000e-20,1.000000e-20
70,2.012072e-08,1.000000e-20,1.000000e-20
71,1.956182e-08,1.000000e-20,1.000000e-20
72,1.902588e-08,1.000000e-20,1.000000e-20
73,1.851166e-08,1.000000e-20,1.000000e-20
74,1.801802e-08,1.000000e-20,1.000000e-20
75,1.754386e-08,1.000000e-20,1.000000e-20
76,1.708817e-08,1.000000e-20,1.000000e-20
77,1.665002e-08,1.000000e-20,1.000000e-20
78,1.622850e-08,1.000000e-20,1.000000e-20
79,1.582278e-08,1.000000e-20,1.000000e-20
80,1.543210e-08,1.000000e-20,1.000000e-20
81,1.505571e-08,1.000000e-20,1.000000e-20
82,1.469292e-08,1.000000e-20,1.000000e-20
83,1.434309e-08,1.000000e-20,1.000000e-20
84,1.400560e-08,1.000000e-20,1.000000e-20
85,1.367989e-08,1.000000e-20,1.000000e-20
86,1.336541e-08,1.000000e-20,1.000000e-20
87,1.306165e-08,1.000000e-20,1.000000e-20
88,1.276813e-08,1.000000e-20,1.000000e-20
89,1.248439e-08,1.000000e-20,1.000000e-20
90,1.221001e-08,1.000000e-20,1.000000e-20
91,1.194458e-08,1.000000e-20,1.000000e-20
92,1.168770e-08,1.000000e-20,1.000000e-20
93,1.143903e-08,1.000000e-20,1.000000e-20
94,1.119821e-08,1.000000e-20,1.000000e-20
95,1.096491e-08,1.000000e-20,1.000000e-20
96,1.073883e-08,1.000000e-20,1.000000e-20
97,1.051967e-08,1.000000e-20,1.000000e-20
98,1.030715e-08,1.000000e-20,1.000000e-20
99,1.010101e-08,1.000000e-20,1.000000e-20
100,9.900990e-09,1.000000e-20,1.000000e-20
101,9.706853e-09,1.000000e-20,1.000000e-20
102,9.518370e-09,1.000000e-20,1.000000e-20
103,9.335325e-09,1.000000e-20,1.000000e-20
104,9.157509e-09,1.000000e-20,1.000000e-20
105,8.984726e-09,1.000000e-20,1.000000e-20
106,8.816787e-09,1.000000e-20,1.000000e-20
107,8.653513e-09,1.000000e-20,1.000000e-20
108,8.494733e-09,1.000000e-20,1.000000e-20
109,8.340284e-09,1.000000e-20,1.000000e-20
110,8.190008e-09,1.000000e-20,1.000000e-20
111,8.043758e-09,1.000000e-20,1.000000e-20
112,7.901391e-09,1.000000e-20,1.000000e-20
113,7.762770e-09,1.000000e-20,1.000000e-20
114,7.627765e-09,1.000000e-20,1.000000e-20
115,7.496252e-09,1.000000e-20,1.000000e-20
116,7.368111e-09,1.000000e-20,1.000000e-20
117,7.243228e-09,1.000000e-20,1.000000e-20
118,7.121493e-09,1.000000e-20,1.000000e-20
119,7.002801e-09,1.000000e-20,1.000000e-20
120,6.887052e-09,1.000000e-20,1.000000e-20
121,6.774150e-09,1.000000e-20,1.000000e-20
122,6.664001e-09,1.000000e-20,1.000000e-20
123,6.556517e-09,1.000000e-20,1.000000e-20
124,6.451613e-09,1.000000e-20,1.000000e-20
125,6.349206e-09,1.000000e-20,1.000000e-20
126,6.249219e-09,1.000000e-20,1.000000e-20
127,6.151575e-09,1.000000e-20,1.000000e-20
128,6.056202e-09,1.000000e-20,1.000000e-20
129,5.963029e-09,1.000000e-20,1.000000e-20
130,5.871991e-09,1.000000e-20,1.000000e-20
131,5.783021e-09,1.000000e-20,1.000000e-20
132,5.696058e-09,1.000000e-20,1.000000e-20
133,5.611043e-09,1.000000e-20,1.000000e-20
134,5.527916e-09,1.000000e-20,1.000000e-20
135,5.446623e-09,1.000000e-20,1.000000e-20
136,5.367110e-09,1.000000e-20,1.000000e-20
137,5.289326e-09,1.000000e-20,1.000000e-20
138,5.213221e-09,1.000000e-20,1.000000e-20
139,5.138746e-09,1.000000e-20,1.000000e-20
140,5.065856e-09,1.000000e-20,1.000000e-20
141,4.994506e-09,1.000000e-20,1.000000e-20
